incident_id,timestamp,service_criticality,customer_impact_pct,affected_services,error_rate_pct,latency_increase_pct,recent_deploy,repeat_incident_30d,monitoring_confidence,is_p1
INC-000302,2024-02-07 15:00:00,5,6.183,5,3.812,20.054,0,0,0.53154,0
INC-000303,2024-02-07 18:00:00,1,8.422,4,7.193,6.544,1,0,0.56858,0
INC-000304,2024-02-07 21:00:00,5,23.741,2,12.765,4.716,0,0,0.83483,0
INC-000305,2024-02-08 00:00:00,3,41.501,6,5.577,43.735,1,0,0.925,0
INC-000306,2024-02-08 03:00:00,1,10.352,6,3.483,63.905,0,0,0.77427,0
INC-000307,2024-02-08 06:00:00,2,37.38,5,3.062,28.392,1,1,0.70437,0
INC-000308,2024-02-08 09:00:00,3,41.404,3,3.481,15.061,0,1,0.70569,0
INC-000309,2024-02-08 12:00:00,2,36.18,2,19.686,17.891,1,0,0.89763,0
INC-000310,2024-02-08 15:00:00,1,24.209,3,6.203,31.276,0,0,0.90641,0
INC-000311,2024-02-08 18:00:00,4,4.816,2,4.99,42.232,0,0,0.70146,0
INC-000312,2024-02-08 21:00:00,4,3.384,2,8.258,20.332,1,0,0.91542,0
INC-000313,2024-02-09 00:00:00,1,21.0,2,3.697,16.094,0,0,0.92448,0
INC-000314,2024-02-09 03:00:00,2,28.669,8,12.292,9.043,0,0,0.78926,0
INC-000315,2024-02-09 06:00:00,2,29.264,3,6.617,13.753,0,0,0.86676,0
INC-000316,2024-02-09 09:00:00,4,24.364,3,3.415,29.969,0,0,0.71804,0
INC-000317,2024-02-09 12:00:00,4,48.969,4,2.838,25.361,0,0,0.84795,0
INC-000318,2024-02-09 15:00:00,4,3.293,6,0.797,23.859,0,0,0.79518,0
INC-000319,2024-02-09 18:00:00,5,7.863,3,9.03,9.342,0,0,0.52902,0
INC-000320,2024-02-09 21:00:00,4,26.792,2,1.097,17.203,0,0,0.66352,0
INC-000321,2024-02-10 00:00:00,2,24.953,6,11.791,35.748,0,0,0.53948,0
INC-000322,2024-02-10 03:00:00,1,14.449,3,2.052,52.839,0,0,0.92777,0
INC-000323,2024-02-10 06:00:00,4,17.325,6,2.299,34.536,0,0,0.69869,0
INC-000324,2024-02-10 09:00:00,5,9.835,7,16.358,42.124,0,0,0.90921,0
INC-000325,2024-02-10 12:00:00,5,12.97,2,8.53,3.671,0,0,0.76895,0
INC-000326,2024-02-10 15:00:00,2,17.8,3,4.897,47.03,0,1,0.88173,0
INC-000327,2024-02-10 18:00:00,2,15.206,1,15.274,28.115,0,0,0.90899,0
INC-000328,2024-02-10 21:00:00,1,15.715,3,4.182,24.028,0,0,0.77701,0
INC-000329,2024-02-11 00:00:00,1,20.92,4,2.976,25.793,0,0,0.79041,0
INC-000330,2024-02-11 03:00:00,3,32.302,4,5.274,59.679,0,0,0.73401,0
INC-000331,2024-02-11 06:00:00,3,16.062,3,9.502,14.593,0,1,0.72904,0
INC-000332,2024-02-11 09:00:00,2,11.692,3,1.375,25.811,0,0,0.55773,0
INC-000333,2024-02-11 12:00:00,2,12.33,2,2.257,18.811,0,0,0.49528,0
INC-000334,2024-02-11 15:00:00,5,43.356,7,1.766,9.798,0,0,0.6965,1
INC-000335,2024-02-11 18:00:00,3,21.408,5,1.5,5.464,0,0,0.8602,0
INC-000336,2024-02-11 21:00:00,5,18.188,7,3.831,9.66,1,0,0.88909,0
INC-000337,2024-02-12 00:00:00,5,10.457,5,1.47,11.869,0,0,0.93106,0
INC-000338,2024-02-12 03:00:00,2,19.966,2,0.706,19.446,0,1,0.93636,0
INC-000339,2024-02-12 06:00:00,2,29.188,3,2.244,42.124,1,0,0.73345,0
INC-000340,2024-02-12 09:00:00,5,39.701,4,2.112,9.686,1,0,0.93402,0
INC-000341,2024-02-12 12:00:00,4,28.386,6,6.343,11.695,0,0,0.57853,0
INC-000342,2024-02-12 15:00:00,2,7.31,5,8.902,58.863,0,0,0.72527,0
INC-000343,2024-02-12 18:00:00,4,35.822,5,2.572,14.964,0,0,0.63718,0
INC-000344,2024-02-12 21:00:00,3,49.738,3,2.288,12.904,0,0,0.76088,0
INC-000345,2024-02-13 00:00:00,5,17.097,3,15.73,13.304,0,1,0.83206,0
INC-000346,2024-02-13 03:00:00,2,21.558,5,8.665,22.665,0,0,0.63624,0
INC-000347,2024-02-13 06:00:00,5,26.474,2,5.812,19.613,1,0,0.79882,0
INC-000348,2024-02-13 09:00:00,5,26.455,2,3.344,12.161,0,0,0.54452,0
INC-000349,2024-02-13 12:00:00,1,13.463,5,8.523,15.641,1,0,0.73552,0
INC-000350,2024-02-13 15:00:00,1,29.574,4,1.635,36.511,0,0,0.62691,0
INC-000351,2024-02-13 18:00:00,3,39.777,3,8.814,24.841,0,1,0.85593,0
INC-000352,2024-02-13 21:00:00,1,5.285,5,6.59,49.582,1,0,0.68245,0
INC-000353,2024-02-14 00:00:00,2,19.422,6,7.573,16.918,0,0,0.94234,1
INC-000354,2024-02-14 03:00:00,3,22.789,3,4.96,36.417,0,0,0.83288,0
INC-000355,2024-02-14 06:00:00,5,19.313,6,1.214,37.285,0,0,0.95879,0
INC-000356,2024-02-14 09:00:00,5,28.975,3,1.684,11.56,0,0,0.88468,0
INC-000357,2024-02-14 12:00:00,1,5.133,1,6.869,27.211,1,0,0.82996,0
INC-000358,2024-02-14 15:00:00,5,46.296,2,6.337,21.514,0,0,0.82791,0
INC-000359,2024-02-14 18:00:00,1,17.644,3,2.831,3.904,1,0,0.45573,0
INC-000360,2024-02-14 21:00:00,4,36.323,4,2.781,5.759,0,1,0.66693,0
INC-000361,2024-02-15 00:00:00,5,4.717,4,10.623,23.293,1,0,0.75245,0
INC-000362,2024-02-15 03:00:00,5,33.744,5,4.462,4.255,0,0,0.84416,0
INC-000363,2024-02-15 06:00:00,2,8.025,2,2.151,3.299,0,1,0.74661,0
INC-000364,2024-02-15 09:00:00,5,5.194,2,11.881,21.135,1,0,0.92899,0
INC-000365,2024-02-15 12:00:00,1,4.134,3,11.099,1.859,0,0,0.86264,0
INC-000366,2024-02-15 15:00:00,3,7.213,7,4.458,8.399,0,0,0.86222,0
INC-000367,2024-02-15 18:00:00,3,4.289,4,5.227,21.064,1,0,0.55609,0
INC-000368,2024-02-15 21:00:00,2,11.933,8,8.701,18.484,0,0,0.53151,0
INC-000369,2024-02-16 00:00:00,1,17.061,3,7.252,18.476,0,0,0.80255,0
INC-000370,2024-02-16 03:00:00,4,4.574,3,1.182,30.893,0,1,0.70198,0
INC-000371,2024-02-16 06:00:00,2,18.325,2,12.167,40.118,1,0,0.87215,0
INC-000372,2024-02-16 09:00:00,4,18.129,6,0.969,42.921,0,1,0.94096,0
INC-000373,2024-02-16 12:00:00,3,14.709,4,6.3,62.285,0,0,0.78623,0
INC-000374,2024-02-16 15:00:00,2,17.197,2,1.45,2.155,0,0,0.66761,0
INC-000375,2024-02-16 18:00:00,5,5.074,5,7.245,10.893,0,0,0.92615,0
INC-000376,2024-02-16 21:00:00,1,26.581,3,2.382,7.904,0,0,0.65384,0
INC-000377,2024-02-17 00:00:00,4,8.531,5,2.532,63.581,1,0,0.92422,0
INC-000378,2024-02-17 03:00:00,4,33.068,6,8.343,21.4,1,0,0.9405,0
INC-000379,2024-02-17 06:00:00,2,18.324,3,1.452,19.189,1,1,0.66752,0
INC-000380,2024-02-17 09:00:00,2,13.811,3,2.84,14.289,0,0,0.52604,0
INC-000381,2024-02-17 12:00:00,1,11.092,3,1.506,13.676,0,0,0.60247,0
INC-000382,2024-02-17 15:00:00,5,30.53,2,4.936,13.608,0,0,0.96991,0
INC-000383,2024-02-17 18:00:00,5,10.98,2,1.481,14.569,0,0,0.61644,0
INC-000384,2024-02-17 21:00:00,2,55.237,3,5.9,13.436,0,1,0.78196,0
INC-000385,2024-02-18 00:00:00,1,40.395,1,11.007,53.949,0,0,0.79267,0
INC-000386,2024-02-18 03:00:00,1,2.595,7,0.578,77.808,0,0,0.46866,0
INC-000387,2024-02-18 06:00:00,1,7.721,2,2.4,74.779,0,0,0.91049,0
INC-000388,2024-02-18 09:00:00,5,21.325,4,1.647,3.724,0,0,0.79391,0
INC-000389,2024-02-18 12:00:00,5,17.827,4,1.215,12.025,0,0,0.73379,0
INC-000390,2024-02-18 15:00:00,1,9.275,5,5.783,2.808,1,0,0.69557,0
INC-000391,2024-02-18 18:00:00,4,3.24,3,5.267,76.559,0,1,0.81059,0
INC-000392,2024-02-18 21:00:00,1,43.557,3,12.126,26.625,0,0,0.62891,0
INC-000393,2024-02-19 00:00:00,2,33.078,4,7.701,35.744,0,0,0.99886,0
INC-000394,2024-02-19 03:00:00,3,33.479,5,4.672,18.027,0,0,0.74183,0
INC-000395,2024-02-19 06:00:00,4,23.179,2,5.584,19.252,0,0,0.74506,0
INC-000396,2024-02-19 09:00:00,5,58.684,5,2.845,46.061,1,0,0.71581,0
INC-000397,2024-02-19 12:00:00,1,5.874,2,5.731,21.245,1,1,0.80658,0
INC-000398,2024-02-19 15:00:00,1,28.772,4,0.996,21.915,0,0,0.71258,0
INC-000399,2024-02-19 18:00:00,2,15.711,4,3.983,33.658,0,0,0.64032,0
INC-000400,2024-02-19 21:00:00,2,15.367,3,6.462,30.865,0,0,0.94251,0
INC-000401,2024-02-20 00:00:00,5,25.48,4,3.811,20.695,1,0,0.8207,0
INC-000402,2024-02-20 03:00:00,4,5.377,6,2.494,14.001,0,0,0.64433,0
INC-000403,2024-02-20 06:00:00,2,4.67,2,4.849,13.147,0,0,0.88643,0
INC-000404,2024-02-20 09:00:00,5,1.733,5,2.17,43.374,1,0,0.87246,0
INC-000405,2024-02-20 12:00:00,3,12.106,2,3.623,22.271,0,0,0.55465,0
INC-000406,2024-02-20 15:00:00,3,6.433,5,8.275,10.686,0,0,0.77749,0
INC-000407,2024-02-20 18:00:00,3,23.83,2,8.668,38.582,1,1,0.8663,0
INC-000408,2024-02-20 21:00:00,1,4.724,3,5.367,20.404,0,0,0.83494,0
INC-000409,2024-02-21 00:00:00,5,23.932,5,1.806,3.566,0,0,0.50613,0
INC-000410,2024-02-21 03:00:00,1,38.035,3,3.337,11.243,0,0,0.75161,0
INC-000411,2024-02-21 06:00:00,1,11.853,6,4.925,20.457,0,0,0.81002,0
INC-000412,2024-02-21 09:00:00,2,10.599,5,2.393,4.496,0,1,0.92846,0
INC-000413,2024-02-21 12:00:00,2,33.934,3,14.539,25.68,0,0,0.83777,0
INC-000414,2024-02-21 15:00:00,1,5.531,5,2.443,28.992,0,0,0.90121,0
INC-000415,2024-02-21 18:00:00,1,33.223,7,4.666,41.014,0,1,0.80498,0
INC-000416,2024-02-21 21:00:00,4,36.566,6,9.079,23.826,0,0,0.55756,0
INC-000417,2024-02-22 00:00:00,5,4.482,5,12.92,11.783,0,0,0.75201,0
INC-000418,2024-02-22 03:00:00,1,2.269,7,1.775,3.699,0,0,0.87697,0
INC-000419,2024-02-22 06:00:00,2,27.384,3,1.04,3.514,0,0,0.69117,0
INC-000420,2024-02-22 09:00:00,3,2.423,4,5.324,17.7,0,0,0.78527,0
INC-000421,2024-02-22 12:00:00,5,7.288,9,15.78,17.689,0,0,0.88336,0
INC-000422,2024-02-22 15:00:00,4,19.28,4,1.207,4.32,1,0,0.73855,0
INC-000423,2024-02-22 18:00:00,4,17.301,3,3.451,25.201,0,0,0.77954,0
INC-000424,2024-02-22 21:00:00,3,8.973,2,5.692,14.183,0,1,0.48064,0
INC-000425,2024-02-23 00:00:00,3,11.469,5,4.841,8.598,0,0,0.98384,0
INC-000426,2024-02-23 03:00:00,1,11.639,3,6.397,6.554,0,0,0.40161,0
INC-000427,2024-02-23 06:00:00,5,3.198,3,11.633,54.282,0,0,0.73423,0
INC-000428,2024-02-23 09:00:00,5,14.569,3,9.221,3.074,0,0,0.33862,0
INC-000429,2024-02-23 12:00:00,1,12.321,3,3.39,64.392,0,0,0.83637,0
INC-000430,2024-02-23 15:00:00,4,0.953,3,1.194,9.073,0,0,0.93281,0
INC-000431,2024-02-23 18:00:00,1,33.507,5,9.736,68.473,0,0,0.86225,0
INC-000432,2024-02-23 21:00:00,4,21.286,4,3.447,3.921,1,0,0.79586,0
INC-000433,2024-02-24 00:00:00,5,24.859,2,4.795,26.938,0,0,0.93063,0
INC-000434,2024-02-24 03:00:00,1,7.963,5,8.541,47.347,0,0,0.87999,0
INC-000435,2024-02-24 06:00:00,3,64.001,3,9.52,48.07,0,0,0.67631,0
INC-000436,2024-02-24 09:00:00,1,43.215,2,8.183,26.836,0,0,0.98908,0
INC-000437,2024-02-24 12:00:00,3,35.638,4,13.992,24.087,1,0,0.83916,0
INC-000438,2024-02-24 15:00:00,5,14.908,1,4.391,5.042,0,0,0.71651,0
INC-000439,2024-02-24 18:00:00,1,25.329,2,2.595,38.754,0,0,0.85386,0
INC-000440,2024-02-24 21:00:00,2,24.22,4,1.981,44.186,0,0,0.73931,0
INC-000441,2024-02-25 00:00:00,5,20.199,5,2.726,20.804,1,0,0.73257,0
INC-000442,2024-02-25 03:00:00,2,3.064,7,2.821,23.436,0,0,0.97014,0
INC-000443,2024-02-25 06:00:00,1,9.331,6,5.402,103.338,0,0,0.6067,0
INC-000444,2024-02-25 09:00:00,3,35.416,2,6.913,5.592,0,0,0.75238,0
INC-000445,2024-02-25 12:00:00,3,13.266,3,1.739,27.412,0,0,0.97098,0
INC-000446,2024-02-25 15:00:00,4,7.85,3,8.567,38.076,0,0,0.51302,0
INC-000447,2024-02-25 18:00:00,2,14.027,4,9.183,3.426,0,0,0.70066,0
INC-000448,2024-02-25 21:00:00,5,2.212,3,7.042,3.821,1,0,0.56961,0
INC-000449,2024-02-26 00:00:00,3,26.668,1,3.077,10.66,0,0,0.88872,0
INC-000450,2024-02-26 03:00:00,2,21.256,3,11.347,11.46,0,0,0.67425,0
INC-000451,2024-02-26 06:00:00,5,3.38,6,4.336,9.981,1,0,0.61991,0
INC-000452,2024-02-26 09:00:00,5,8.279,5,2.33,11.836,0,0,0.70944,0
INC-000453,2024-02-26 12:00:00,3,6.482,5,1.729,12.124,0,0,0.64738,0
INC-000454,2024-02-26 15:00:00,1,27.433,4,5.069,20.556,0,1,0.59952,0
INC-000455,2024-02-26 18:00:00,3,19.117,4,3.127,8.827,1,0,0.52339,0
INC-000456,2024-02-26 21:00:00,3,19.385,4,1.336,16.084,0,0,0.66015,0
INC-000457,2024-02-27 00:00:00,1,6.474,4,1.009,19.75,0,1,0.88767,0
INC-000458,2024-02-27 03:00:00,4,14.788,5,5.683,14.28,0,0,0.67321,0
INC-000459,2024-02-27 06:00:00,5,16.212,3,1.163,27.368,0,0,0.81999,0
INC-000460,2024-02-27 09:00:00,1,13.389,2,9.287,52.18,1,0,0.6379,0
INC-000461,2024-02-27 12:00:00,4,15.216,3,1.937,5.375,0,0,0.84255,0
INC-000462,2024-02-27 15:00:00,1,8.405,3,6.389,8.17,0,1,0.58177,0
INC-000463,2024-02-27 18:00:00,4,45.452,2,4.994,34.536,0,0,0.68038,0
INC-000464,2024-02-27 21:00:00,3,20.13,2,2.559,24.839,0,1,0.78798,0
INC-000465,2024-02-28 00:00:00,1,10.074,3,12.276,36.51,1,1,0.72934,0
INC-000466,2024-02-28 03:00:00,5,15.878,5,7.173,32.922,0,1,0.82766,0
INC-000467,2024-02-28 06:00:00,1,12.369,6,4.133,11.725,0,0,0.82514,0
INC-000468,2024-02-28 09:00:00,3,5.516,2,2.104,54.945,0,0,0.44946,0
INC-000469,2024-02-28 12:00:00,1,32.774,4,6.757,55.872,1,0,0.71385,0
INC-000470,2024-02-28 15:00:00,5,1.541,5,7.557,8.422,0,0,0.57151,0
INC-000471,2024-02-28 18:00:00,4,5.021,3,4.653,49.889,0,1,0.74296,0
INC-000472,2024-02-28 21:00:00,5,32.706,7,4.222,53.542,0,0,0.61272,0
INC-000473,2024-02-29 00:00:00,3,34.374,2,7.162,67.044,1,0,0.7242,0
INC-000474,2024-02-29 03:00:00,3,9.71,5,4.06,33.412,1,1,0.95999,0
INC-000475,2024-02-29 06:00:00,4,6.104,2,2.308,15.309,0,0,0.61845,0
INC-000476,2024-02-29 09:00:00,4,6.15,2,1.254,11.051,0,1,0.63355,0
INC-000477,2024-02-29 12:00:00,5,14.174,5,4.087,15.313,0,0,0.69769,0
INC-000478,2024-02-29 15:00:00,1,4.283,2,1.22,6.211,0,0,0.72902,0
INC-000479,2024-02-29 18:00:00,4,20.177,2,7.632,27.809,0,0,0.80804,0
INC-000480,2024-02-29 21:00:00,1,19.687,2,4.089,17.587,0,0,0.65858,0
INC-000481,2024-03-01 00:00:00,2,13.945,3,8.507,5.084,0,0,0.82591,0
INC-000482,2024-03-01 03:00:00,5,19.229,6,5.304,11.27,0,0,0.8642,0
INC-000483,2024-03-01 06:00:00,2,23.986,3,6.424,47.082,0,0,0.76748,0
INC-000484,2024-03-01 09:00:00,4,11.709,2,2.499,28.197,0,1,0.87373,0
INC-000485,2024-03-01 12:00:00,3,17.261,5,3.878,10.159,1,0,0.84839,0
INC-000486,2024-03-01 15:00:00,2,56.54,3,5.251,65.867,0,0,0.95042,0
INC-000487,2024-03-01 18:00:00,2,19.951,3,4.799,25.444,0,0,0.64627,0
INC-000488,2024-03-01 21:00:00,3,23.76,4,4.641,6.902,1,1,0.59542,0
INC-000489,2024-03-02 00:00:00,4,16.728,5,1.732,15.379,1,1,0.69331,0
INC-000490,2024-03-02 03:00:00,4,14.416,3,0.817,4.723,1,0,0.68502,0
INC-000491,2024-03-02 06:00:00,5,17.639,1,1.627,54.882,1,0,0.79821,0
INC-000492,2024-03-02 09:00:00,5,23.115,5,0.421,37.373,0,1,0.68491,0
INC-000493,2024-03-02 12:00:00,4,3.178,3,0.927,10.557,0,1,0.64903,0
INC-000494,2024-03-02 15:00:00,4,28.194,6,5.549,2.602,1,0,0.81622,0
INC-000495,2024-03-02 18:00:00,2,14.631,5,3.493,36.937,0,0,0.79275,0
INC-000496,2024-03-02 21:00:00,3,2.23,2,2.202,24.825,0,0,0.56375,0
INC-000497,2024-03-03 00:00:00,1,3.756,4,3.439,49.254,0,0,0.91903,0
INC-000498,2024-03-03 03:00:00,2,3.918,4,0.681,1.587,0,0,0.48779,0
INC-000499,2024-03-03 06:00:00,5,2.944,6,4.021,34.372,0,0,0.66333,0
INC-000500,2024-03-03 09:00:00,3,13.748,2,1.354,19.17,0,0,0.90199,0
INC-000501,2024-03-03 12:00:00,1,23.065,3,10.248,84.954,0,1,0.87447,0
INC-000502,2024-03-03 15:00:00,4,9.344,5,6.658,6.372,0,0,0.74794,0
INC-000503,2024-03-03 18:00:00,5,8.58,5,6.238,39.834,0,1,0.53144,0
INC-000504,2024-03-03 21:00:00,5,4.156,3,4.744,35.003,0,0,0.63581,0
INC-000505,2024-03-04 00:00:00,2,24.323,2,7.088,4.994,1,1,0.8494,0
INC-000506,2024-03-04 03:00:00,3,30.138,2,4.042,15.939,0,0,0.74123,0
INC-000507,2024-03-04 06:00:00,3,8.191,6,2.158,31.575,0,0,0.95045,0
INC-000508,2024-03-04 09:00:00,2,5.491,4,6.323,10.602,0,0,0.66076,0
INC-000509,2024-03-04 12:00:00,2,29.434,6,8.867,10.887,0,0,0.6011,0
INC-000510,2024-03-04 15:00:00,2,17.328,3,1.835,43.212,0,0,0.72862,0
INC-000511,2024-03-04 18:00:00,5,5.411,3,1.053,72.106,0,0,0.77927,0
INC-000512,2024-03-04 21:00:00,4,15.861,4,14.944,40.574,1,0,0.87893,0
INC-000513,2024-03-05 00:00:00,5,2.983,5,11.189,5.453,0,0,0.6953,0
INC-000514,2024-03-05 03:00:00,5,10.125,7,4.396,0.521,0,0,0.74997,0
INC-000515,2024-03-05 06:00:00,5,11.478,1,0.575,7.328,0,0,0.85858,0
INC-000516,2024-03-05 09:00:00,1,15.677,2,5.292,34.124,1,0,0.77646,0
INC-000517,2024-03-05 12:00:00,5,34.872,4,20.576,37.204,1,0,0.81907,0
INC-000518,2024-03-05 15:00:00,1,18.519,2,7.054,14.666,0,0,0.6332,0
INC-000519,2024-03-05 18:00:00,3,12.111,4,6.627,7.214,1,0,0.68989,0
INC-000520,2024-03-05 21:00:00,3,9.504,2,4.146,15.826,0,0,0.84183,0
INC-000521,2024-03-06 00:00:00,2,7.697,5,6.189,3.335,1,0,0.69671,0
INC-000522,2024-03-06 03:00:00,1,25.606,4,7.031,26.121,1,0,0.91484,0
INC-000523,2024-03-06 06:00:00,1,40.366,4,4.963,23.896,1,0,0.66862,0
INC-000524,2024-03-06 09:00:00,5,15.06,5,3.689,6.748,0,0,0.80359,0
INC-000525,2024-03-06 12:00:00,2,23.358,6,5.029,41.095,0,0,0.81378,0
INC-000526,2024-03-06 15:00:00,2,8.821,4,4.851,21.247,0,1,0.6747,0
INC-000527,2024-03-06 18:00:00,5,24.46,4,0.667,9.775,0,0,0.93742,0
INC-000528,2024-03-06 21:00:00,1,27.781,3,17.93,26.931,1,1,0.69491,0
INC-000529,2024-03-07 00:00:00,5,22.356,4,6.637,83.495,0,0,0.78839,0
INC-000530,2024-03-07 03:00:00,5,32.659,3,9.979,3.6,0,1,0.63184,0
INC-000531,2024-03-07 06:00:00,3,27.814,2,5.442,87.717,0,0,0.82313,0
INC-000532,2024-03-07 09:00:00,1,23.26,3,2.842,21.045,0,0,0.90289,0
INC-000533,2024-03-07 12:00:00,1,16.584,1,8.508,31.903,0,0,0.69537,0
INC-000534,2024-03-07 15:00:00,2,15.999,2,1.014,33.741,0,1,0.87676,0
INC-000535,2024-03-07 18:00:00,3,9.472,2,6.843,10.065,0,0,0.78713,0
INC-000536,2024-03-07 21:00:00,1,1.926,4,8.44,14.387,0,0,0.75114,0
INC-000537,2024-03-08 00:00:00,3,27.275,4,4.1,52.879,0,0,0.77846,0
INC-000538,2024-03-08 03:00:00,1,22.867,7,6.362,59.785,1,0,0.91171,0
INC-000539,2024-03-08 06:00:00,3,26.133,3,0.684,17.634,0,0,0.93066,0
INC-000540,2024-03-08 09:00:00,1,43.714,3,6.574,74.095,0,0,0.89149,0
INC-000541,2024-03-08 12:00:00,4,12.759,1,3.304,19.232,1,0,0.80385,0
INC-000542,2024-03-08 15:00:00,1,20.762,4,6.389,38.172,0,0,0.78989,0
INC-000543,2024-03-08 18:00:00,1,19.985,5,4.248,10.852,0,0,0.71105,0
INC-000544,2024-03-08 21:00:00,1,2.711,3,4.207,36.32,0,0,0.93379,0
INC-000545,2024-03-09 00:00:00,5,31.369,4,6.539,16.443,0,0,0.6522,0
INC-000546,2024-03-09 03:00:00,1,9.883,2,3.441,99.939,0,0,0.93697,0
INC-000547,2024-03-09 06:00:00,3,13.617,7,4.087,28.165,1,0,0.81495,0
INC-000548,2024-03-09 09:00:00,3,3.294,5,15.42,68.293,0,0,0.55378,0
INC-000549,2024-03-09 12:00:00,3,5.373,4,10.466,24.456,0,0,0.84007,0
INC-000550,2024-03-09 15:00:00,4,11.609,5,3.703,21.351,1,1,0.74858,0
INC-000551,2024-03-09 18:00:00,5,24.985,1,4.317,23.976,0,0,0.78861,0
INC-000552,2024-03-09 21:00:00,2,2.237,3,2.693,80.232,0,0,0.81975,0
INC-000553,2024-03-10 00:00:00,5,8.734,1,3.321,13.814,0,1,0.94525,0
INC-000554,2024-03-10 03:00:00,2,5.09,3,3.45,97.147,0,0,0.91421,0
INC-000555,2024-03-10 06:00:00,5,23.649,6,4.798,42.725,0,0,0.78836,0
INC-000556,2024-03-10 09:00:00,3,15.18,2,0.767,77.428,0,0,0.94952,0
INC-000557,2024-03-10 12:00:00,4,10.389,1,3.251,7.285,1,0,0.42808,0
INC-000558,2024-03-10 15:00:00,5,11.187,2,2.833,37.512,1,0,0.66649,0
INC-000559,2024-03-10 18:00:00,4,16.925,6,11.462,54.456,1,0,0.54943,0
INC-000560,2024-03-10 21:00:00,5,8.39,5,4.285,55.511,0,0,0.79375,0
INC-000561,2024-03-11 00:00:00,3,43.836,4,5.307,37.48,0,0,0.86181,0
INC-000562,2024-03-11 03:00:00,1,34.475,5,3.182,15.372,0,0,0.76982,0
INC-000563,2024-03-11 06:00:00,3,15.736,3,4.314,14.51,0,0,0.67811,0
INC-000564,2024-03-11 09:00:00,1,31.045,4,3.328,13.737,0,0,0.56595,0
INC-000565,2024-03-11 12:00:00,5,18.876,3,4.859,26.895,0,0,0.80807,0
INC-000566,2024-03-11 15:00:00,2,25.049,1,6.369,23.649,0,0,0.69765,0
INC-000567,2024-03-11 18:00:00,2,14.019,4,1.45,15.942,0,0,0.6568,0
INC-000568,2024-03-11 21:00:00,2,53.376,7,7.039,18.2,0,1,0.53127,0
INC-000569,2024-03-12 00:00:00,4,44.292,3,2.035,21.587,1,0,0.83945,0
INC-000570,2024-03-12 03:00:00,3,1.313,1,15.81,2.083,0,1,0.90527,0
INC-000571,2024-03-12 06:00:00,5,6.646,3,4.786,16.625,0,1,0.64621,0
INC-000572,2024-03-12 09:00:00,3,21.717,3,5.259,12.896,0,0,0.85304,0
INC-000573,2024-03-12 12:00:00,2,23.899,3,5.416,6.938,0,0,0.73922,0
INC-000574,2024-03-12 15:00:00,1,7.212,5,4.561,7.402,0,0,0.72483,0
INC-000575,2024-03-12 18:00:00,1,30.973,3,2.499,16.382,0,0,0.53894,0
INC-000576,2024-03-12 21:00:00,2,9.46,5,5.272,27.824,0,0,0.67417,0
INC-000577,2024-03-13 00:00:00,5,17.557,3,5.051,29.14,0,0,0.78825,0
INC-000578,2024-03-13 03:00:00,3,18.721,2,2.268,32.241,0,0,0.81477,0
INC-000579,2024-03-13 06:00:00,5,7.02,3,1.472,29.172,0,1,0.57027,0
INC-000580,2024-03-13 09:00:00,1,20.391,4,8.499,14.213,0,0,0.773,0
INC-000581,2024-03-13 12:00:00,1,7.816,4,3.262,7.368,0,0,0.68303,0
INC-000582,2024-03-13 15:00:00,5,4.999,3,3.898,9.218,0,1,0.41056,0
INC-000583,2024-03-13 18:00:00,1,1.97,4,5.072,19.637,0,1,0.98047,0
INC-000584,2024-03-13 21:00:00,1,29.757,6,2.451,23.895,0,0,0.8172,0
INC-000585,2024-03-14 00:00:00,3,21.777,4,5.619,39.687,0,0,0.70859,0
INC-000586,2024-03-14 03:00:00,5,17.631,7,4.044,55.861,1,0,0.8534,0
INC-000587,2024-03-14 06:00:00,4,7.025,3,4.341,15.059,1,0,0.89449,0
INC-000588,2024-03-14 09:00:00,1,8.792,4,9.704,24.545,1,0,0.66639,0
INC-000589,2024-03-14 12:00:00,5,22.659,6,4.938,33.366,0,0,0.73655,0
INC-000590,2024-03-14 15:00:00,5,9.944,3,3.759,21.643,0,1,0.62323,0
INC-000591,2024-03-14 18:00:00,5,36.408,2,1.905,9.483,0,0,0.4329,0
INC-000592,2024-03-14 21:00:00,5,28.933,3,5.408,11.062,0,0,0.86499,0
INC-000593,2024-03-15 00:00:00,2,16.91,5,8.261,41.972,0,0,0.83946,0
INC-000594,2024-03-15 03:00:00,5,19.6,3,3.811,15.973,1,0,0.7783,0
INC-000595,2024-03-15 06:00:00,2,26.929,4,8.215,17.341,1,1,0.78901,0
INC-000596,2024-03-15 09:00:00,5,46.317,3,5.466,1.87,0,0,0.37826,1
INC-000597,2024-03-15 12:00:00,3,43.273,3,4.659,49.752,0,0,0.85175,0
INC-000598,2024-03-15 15:00:00,4,5.765,3,5.962,34.101,1,0,0.9027,0
INC-000599,2024-03-15 18:00:00,4,10.118,5,1.533,5.251,1,1,0.72616,0
INC-000600,2024-03-15 21:00:00,4,5.56,4,3.314,31.055,0,0,0.85953,0
INC-000601,2024-03-16 00:00:00,4,29.376,6,3.413,32.681,0,0,0.92484,0
INC-000602,2024-03-16 03:00:00,4,36.824,2,3.944,67.725,0,0,0.57645,0
INC-000603,2024-03-16 06:00:00,4,7.932,10,14.099,10.203,0,0,0.93694,0
